content,place,year,month,content_token
good enough limit crucial 15c threshold,africa,2022,August,"['good', 'enough', 'limit', 'crucial', '15c', 'threshold']"
,africa,2022,August,[]
inordertofighttheeffectsofglobalwarmingandservetheentireglobemaygodintervene,africa,2022,August,['inordertofighttheeffectsofglobalwarmingandservetheentireglobemaygodintervene']
white births hes also making false equivalence throwing mix especially heatwaves floods destroying lives distractionist tactic view whos responsible,africa,2022,August,"['white', 'births', 'hes', 'also', 'making', 'false', 'equivalence', 'throwing', 'mix', 'especially', 'heatwaves', 'floods', 'destroying', 'lives', 'distractionist', 'tactic', 'view', 'whos', 'responsible']"
earth chaos,africa,2022,August,"['earth', 'chaos']"
least everyone begging bit spring time,africa,2022,August,"['least', 'everyone', 'begging', 'bit', 'spring', 'time']"
yet people believe problem believing man 1000s years ago put every animal boat,africa,2022,August,"['yet', 'people', 'believe', 'problem', 'believing', 'man', '1000s', 'years', 'ago', 'put', 'every', 'animal', 'boat']"
alone enough wage war usa china pollution equivalent destruction wmds,africa,2022,August,"['alone', 'enough', 'wage', 'war', 'usa', 'china', 'pollution', 'equivalent', 'destruction', 'wmds']"
dangers compared civilization,africa,2022,August,"['dangers', 'compared', 'civilization']"
yes effects drying rivers really giving world new discoveries first hunger stone dinosaur footprints keep coming mother earth lets,africa,2022,August,"['yes', 'effects', 'drying', 'rivers', 'really', 'giving', 'world', 'new', 'discoveries', 'first', 'hunger', 'stone', 'dinosaur', 'footprints', 'keep', 'coming', 'mother', 'earth', 'lets']"
getting ice melts sea level rises water evaporates atmosphere comes rainfall causes leads intense flooding,africa,2022,August,"['getting', 'ice', 'melts', 'sea', 'level', 'rises', 'water', 'evaporates', 'atmosphere', 'comes', 'rainfall', 'causes', 'leads', 'intense', 'flooding']"
hard choices made,africa,2022,August,"['hard', 'choices', 'made']"
weather changed rise plant trees skins stay dark skinned,africa,2022,August,"['weather', 'changed', 'rise', 'plant', 'trees', 'skins', 'stay', 'dark', 'skinned']"
,africa,2022,August,[]
much worse,africa,2022,August,"['much', 'worse']"
opinion man woman image god religion science leave actually good greene sex disorders rhetoric used attacking lgbtq covid misinformation dangerous,africa,2022,August,"['opinion', 'man', 'woman', 'image', 'god', 'religion', 'science', 'leave', 'actually', 'good', 'greene', 'sex', 'disorders', 'rhetoric', 'used', 'attacking', 'lgbtq', 'covid', 'misinformation', 'dangerous']"
many blame fed part high inflation criticize looked like politicized inflation projections advocacy policies hey seen shiny diverse spinning top thingies board room conference table,africa,2022,August,"['many', 'blame', 'fed', 'part', 'high', 'inflation', 'criticize', 'looked', 'like', 'politicized', 'inflation', 'projections', 'advocacy', 'policies', 'hey', 'seen', 'shiny', 'diverse', 'spinning', 'top', 'thingies', 'board', 'room', 'conference', 'table']"
completely though discussing,africa,2022,August,"['completely', 'though', 'discussing']"
hmm collapse seems like populating earth ever meanwhile rapidly changing life sure justify statement,africa,2022,August,"['hmm', 'collapse', 'seems', 'like', 'populating', 'earth', 'ever', 'meanwhile', 'rapidly', 'changing', 'life', 'sure', 'justify', 'statement']"
elon musk says world bigger problem globalwarming,africa,2022,August,"['elon', 'musk', 'says', 'world', 'bigger', 'problem', 'globalwarming']"
happening days youre hot damn,africa,2022,August,"['happening', 'days', 'youre', 'hot', 'damn']"
dams increase,africa,2022,August,"['dams', 'increase']"
help combat always take step back reflect sit idly wait hits home,africa,2022,August,"['help', 'combat', 'always', 'take', 'step', 'back', 'reflect', 'sit', 'idly', 'wait', 'hits', 'home']"
15c risk heatrelated deaths rises sharply least 15 additional deaths per 100000 annually across large parts africa ch,africa,2022,August,"['15c', 'risk', 'heatrelated', 'deaths', 'rises', 'sharply', 'least', '15', 'additional', 'deaths', 'per', '100000', 'annually', 'across', 'large', 'parts', 'africa', 'ch']"
faverable time zone lmaooo kuku blame,africa,2022,August,"['faverable', 'time', 'zone', 'lmaooo', 'kuku', 'blame']"
opposite would cooling consequence warmer temperatures cause water evaporate rivers oceans causing frequent heavier downpours,africa,2022,August,"['opposite', 'would', 'cooling', 'consequence', 'warmer', 'temperatures', 'cause', 'water', 'evaporate', 'rivers', 'oceans', 'causing', 'frequent', 'heavier', 'downpours']"
didnt anticipate freezing salama august needs stop,africa,2022,August,"['didnt', 'anticipate', 'freezing', 'salama', 'august', 'needs', 'stop']"
someone ask rigathi akijua tunamwapisha direct aibu wa rice,africa,2022,August,"['someone', 'ask', 'rigathi', 'akijua', 'tunamwapisha', 'direct', 'aibu', 'wa', 'rice']"
human tampering natural channels,africa,2022,August,"['human', 'tampering', 'natural', 'channels']"
tea combat,africa,2022,August,"['tea', 'combat']"
give money stop,africa,2022,August,"['give', 'money', 'stop']"
wuue atakama opinion ungeiwacha kwa thinking stage contenders imeenda na knowledge kiasi kwani,africa,2022,August,"['wuue', 'atakama', 'opinion', 'ungeiwacha', 'kwa', 'thinking', 'stage', 'contenders', 'imeenda', 'na', 'knowledge', 'kiasi', 'kwani']"
regrettably areon pathway double 15 degrees celsius,africa,2022,August,"['regrettably', 'areon', 'pathway', 'double', '15', 'degrees', 'celsius']"
,africa,2022,August,[]
russia big winner,africa,2022,August,"['russia', 'big', 'winner']"
reality act center inc1,africa,2022,August,"['reality', 'act', 'center', 'inc1']"
less birth rates means less consequences,africa,2022,August,"['less', 'birth', 'rates', 'means', 'less', 'consequences']"
rivers europe dryingflooding pakistanno one predict kenyan weather anymoreglobal real phenomenon sadly big nations something cause,africa,2022,August,"['rivers', 'europe', 'dryingflooding', 'pakistanno', 'one', 'predict', 'kenyan', 'weather', 'anymoreglobal', 'real', 'phenomenon', 'sadly', 'big', 'nations', 'something', 'cause']"
period time relevant gaining insights earths applied presentday debate,africa,2022,August,"['period', 'time', 'relevant', 'gaining', 'insights', 'earths', 'applied', 'presentday', 'debate']"
meanwhile billionaires like hoarding wealth reason catastrophe right check heat waves europe floods pakistan drought china right kenya remember rate theres reverse button,africa,2022,August,"['meanwhile', 'billionaires', 'like', 'hoarding', 'wealth', 'reason', 'catastrophe', 'right', 'check', 'heat', 'waves', 'europe', 'floods', 'pakistan', 'drought', 'china', 'right', 'kenya', 'remember', 'rate', 'theres', 'reverse', 'button']"
major issue,africa,2022,August,"['major', 'issue']"
lets continue supporting tiwi indigenous people legal success example real,africa,2022,August,"['lets', 'continue', 'supporting', 'tiwi', 'indigenous', 'people', 'legal', 'success', 'example', 'real']"
elon musk way ahead many people theyve made believe real threat inject many diseases depopulate world risky business think nature way job shouldnt work nature,africa,2022,August,"['elon', 'musk', 'way', 'ahead', 'many', 'people', 'theyve', 'made', 'believe', 'real', 'threat', 'inject', 'many', 'diseases', 'depopulate', 'world', 'risky', 'business', 'think', 'nature', 'way', 'job', 'shouldnt', 'work', 'nature']"
countdown zeroemission hope minimal california americas populous state rules new cars sold state must zeroemission 2035 great relief gains depleted environment,africa,2022,August,"['countdown', 'zeroemission', 'hope', 'minimal', 'california', 'americas', 'populous', 'state', 'rules', 'new', 'cars', 'sold', 'state', 'must', 'zeroemission', '2035', 'great', 'relief', 'gains', 'depleted', 'environment']"
breakneck economic gallop last 20 years led,africa,2022,August,"['breakneck', 'economic', 'gallop', 'last', '20', 'years', 'led']"
impacts worlds water complex ways consider water cycle diagram like one altering nearly every stage diagram changes put pressure drinking water supplies food production continue,africa,2022,August,"['impacts', 'worlds', 'water', 'complex', 'ways', 'consider', 'water', 'cycle', 'diagram', 'like', 'one', 'altering', 'nearly', 'every', 'stage', 'diagram', 'changes', 'put', 'pressure', 'drinking', 'water', 'supplies', 'food', 'production', 'continue']"
womens rights movement,africa,2022,August,"['womens', 'rights', 'movement']"
start fire forest create,africa,2022,August,"['start', 'fire', 'forest', 'create']"
big leour believe something govt research,africa,2022,August,"['big', 'leour', 'believe', 'something', 'govt', 'research']"
hoax thanks,africa,2022,August,"['hoax', 'thanks']"
post degree underwater basket weaving might come handy,africa,2022,August,"['post', 'degree', 'underwater', 'basket', 'weaving', 'might', 'come', 'handy']"
civilization related population,africa,2022,August,"['civilization', 'related', 'population']"
lol populating collapse goodness activists,africa,2022,August,"['lol', 'populating', 'collapse', 'goodness', 'activists']"
false idea humans interplanetary instead taking care present one matches,africa,2022,August,"['false', 'idea', 'humans', 'interplanetary', 'instead', 'taking', 'care', 'present', 'one', 'matches']"
political facade,africa,2022,August,"['political', 'facade']"
thank following tweeter take opportunity association young haitian women work field presence means lot,africa,2022,August,"['thank', 'following', 'tweeter', 'take', 'opportunity', 'association', 'young', 'haitian', 'women', 'work', 'field', 'presence', 'means', 'lot']"
population collapses stop much factor,africa,2022,August,"['population', 'collapses', 'stop', 'much', 'factor']"
second flooding,africa,2022,August,"['second', 'flooding']"
expect christian take seriously believe real forget getting care saving environmentwhycoz looney book describes destruction signs end times would stop prophecy bad,africa,2022,August,"['expect', 'christian', 'take', 'seriously', 'believe', 'real', 'forget', 'getting', 'care', 'saving', 'environmentwhycoz', 'looney', 'book', 'describes', 'destruction', 'signs', 'end', 'times', 'would', 'stop', 'prophecy', 'bad']"
tell contributed without telling contributed,africa,2022,August,"['tell', 'contributed', 'without', 'telling', 'contributed']"
behind phenomena lies increase greenhouse gases atmosphere greenhouse gas gaseous compound atmosphere capable absorbing infrared radiation thereby trapping holding heat atmosphere,africa,2022,August,"['behind', 'phenomena', 'lies', 'increase', 'greenhouse', 'gases', 'atmosphere', 'greenhouse', 'gas', 'gaseous', 'compound', 'atmosphere', 'capable', 'absorbing', 'infrared', 'radiation', 'thereby', 'trapping', 'holding', 'heat', 'atmosphere']"
baking cake shit,africa,2022,August,"['baking', 'cake', 'shit']"
eat beans everyday fart much increase,africa,2022,August,"['eat', 'beans', 'everyday', 'fart', 'much', 'increase']"
population collapse low birth rates much bigger risk civilization,africa,2022,August,"['population', 'collapse', 'low', 'birth', 'rates', 'much', 'bigger', 'risk', 'civilization']"
,africa,2022,August,[]
jayne,africa,2022,August,['jayne']
across nearly african countries gdp per capita projected least 5 higher 2050 1020 higher 2100 held 15c versus 2c ch,africa,2022,August,"['across', 'nearly', 'african', 'countries', 'gdp', 'per', 'capita', 'projected', 'least', '5', 'higher', '2050', '1020', 'higher', '2100', 'held', '15c', 'versus', '2c', 'ch']"
least finally understand longer myth,africa,2022,August,"['least', 'finally', 'understand', 'longer', 'myth']"
hey hoax real felt cold lonely morning,africa,2022,August,"['hey', 'hoax', 'real', 'felt', 'cold', 'lonely', 'morning']"
mean believe conspiracy theorists like zaid hamid claim otherwise,africa,2022,August,"['mean', 'believe', 'conspiracy', 'theorists', 'like', 'zaid', 'hamid', 'claim', 'otherwise']"
would classify someone believe defunding police believes amp manmade believes transgenderism mostly fetish thinks crt trash min wage b raised amp abortion legal fetuses feel pain,africa,2022,August,"['would', 'classify', 'someone', 'believe', 'defunding', 'police', 'believes', 'amp', 'manmade', 'believes', 'transgenderism', 'mostly', 'fetish', 'thinks', 'crt', 'trash', 'min', 'wage', 'b', 'raised', 'amp', 'abortion', 'legal', 'fetuses', 'feel', 'pain']"
hoax view,africa,2022,August,"['hoax', 'view']"
forest business help curb summer hot,africa,2022,August,"['forest', 'business', 'help', 'curb', 'summer', 'hot']"
